Unique ID,Type of the Furniture,Name,Description,Material,Color,Warranty Period (in years),Price (in US dollars),Dimensions in cm (LxWxH),Country of Creation,Features,Quantity
vG77gn,Wardrobe,Chic Wardrobe,An elegant glass wardrobe with mirror.,Glass,Natural Oak,3,361,54x60x62,Germany,"2 sections, without mirror",64
HA2Wjg,Table,Chic Table,A compact fabric table extendable.,Fabric,Walnut Brown,1,182,182x38x183,Poland,"rectangular, not extendable",23
OofFgk,Table,Cosy Table,An ergonomic metal table rectangular.,Metal,Jet Black,10,248,216x42x75,Germany,"circular, extendable",5
YS0tmk,Wardrobe,Smart Wardrobe,An ergonomic fabric wardrobe without mirror.,Fabric,Ivory White,1,153,81x95x105,Poland,"1 sections, with mirror",43
W0eryA,Wardrobe,Chic Wardrobe,An elegant glass wardrobe with mirror.,Glass,Ivory White,3,321,85x150x128,Germany,"1 sections, with mirror",67
xgwXEK,Sofa,Lush Sofa,A sturdy glass sofa with recliner.,Glass,Charcoal Gray,3,934,195x48x43,China,"1 seats, without recliner",85
UpklKW,Wardrobe,Smart Wardrobe,A luxurious glass wardrobe 1.,Glass,Natural Oak,3,506,243x116x94,Sweden,"2 sections, with mirror",36
JuVQdj,Bed,Cozy Bed,An elegant glass bed queen.,Glass,Beige,3,359,138x108x114,China,"single, with storage",44
IHijD0,Table,Buddy Table,An ergonomic wood table not extendable.,Wood,Natural Oak,5,499,138x57x42,China,"rectangular, not extendable",87
o40CFV,Chair,Cosy Chair,An elegant wood chair without armrests.,Wood,Beige,5,63,188x47x194,Sweden,with armrests,95
48xriB,Bed,Lush Bed,An ergonomic fabric bed queen.,Fabric,Ivory White,1,76,97x89x105,Poland,"king, with storage",38
Ds8iW8,Chair,Cosy Chair,An ergonomic fabric chair with armrests.,Fabric,Charcoal Gray,1,332,274x116x57,Germany,with armrests,29
tnipwj,Bed,Lush Bed,An ergonomic fabric bed queen.,Fabric,Silver,1,170,289x138x60,Sweden,"king, without storage",49
7fY64N,Chair,Buddy Chair,A sturdy metal chair with armrests.,Metal,Beige,10,157,99x143x82,Italy,with armrests,22
TeJZGr,Wardrobe,Smart Wardrobe,A luxurious wood wardrobe 1.,Wood,Ivory White,5,52,167x121x159,Italy,"2 sections, without mirror",91
3ZCdVW,Sofa,Cozy Sofa,A luxurious metal sofa with recliner.,Metal,Walnut Brown,10,710,188x112x125,China,"1 seats, with recliner",88
RZcC77,Table,Chic Table,An ergonomic wood table rectangular.,Wood,Walnut Brown,5,156,63x70x86,Sweden,"rectangular, extendable",4
pMLW5K,Bed,Dreamy Bed,An elegant wood bed king.,Wood,Beige,5,545,126x88x116,Sweden,"double, without storage",21
y53zid,Sofa,Lush Sofa,A compact plastic sofa without recliner.,Plastic,Ivory White,2,120,117x104x171,China,"3 seats, without recliner",86
HZvI4y,Bed,Relax Bed,A compact wood bed queen.,Wood,Ivory White,5,116,275x57x82,USA,"double, without storage",15
qYHFul,Wardrobe,Compact Wardrobe,A comfortable plastic wardrobe 2.,Plastic,Jet Black,2,194,181x51x47,Poland,"2 sections, with mirror",72
wPlbgn,Table,Cosy Table,A comfortable plastic table rectangular.,Plastic,Ivory White,2,106,294x135x48,Sweden,"rectangular, extendable",72
udmeZT,Chair,Buddy Chair,A sturdy glass chair without armrests.,Glass,Silver,3,487,66x37x170,USA,without armrests,23
Q5AY3k,Chair,Cosy Chair,An elegant metal chair with armrests.,Metal,Ivory White,10,173,249x144x188,China,without armrests,53
MEE9N9,Table,Buddy Table,A comfortable fabric table not extendable.,Fabric,Charcoal Gray,1,206,77x106x142,Italy,"rectangular, extendable",76
qcB7vU,Chair,Chic Chair,A comfortable plastic chair without armrests.,Plastic,Beige,2,174,128x62x74,Sweden,with armrests,29
rYkBy7,Table,Cosy Table,A sturdy glass table extendable.,Glass,Charcoal Gray,3,194,181x33x63,Sweden,"rectangular, not extendable",68
laPv5I,Sofa,Lush Sofa,A sturdy fabric sofa without recliner.,Fabric,Beige,1,367,247x86x55,Sweden,"3 seats, with recliner",21
xYtw0h,Chair,Chic Chair,An ergonomic fabric chair without armrests.,Fabric,Natural Oak,1,224,99x100x187,Poland,with armrests,74
0FyjWV,Chair,Buddy Chair,A comfortable plastic chair without armrests.,Plastic,Natural Oak,2,114,262x51x66,China,without armrests,29
BVXOyz,Sofa,Comfy Sofa,A sturdy metal sofa without recliner.,Metal,Silver,10,482,104x86x116,Italy,"3 seats, with recliner",52
txzEmQ,Table,Cosy Table,A sturdy glass table extendable.,Glass,Natural Oak,3,341,69x82x114,Poland,"rectangular, not extendable",79
hdLkQS,Table,Sturdy Table,An ergonomic metal table not extendable.,Metal,Charcoal Gray,10,327,248x38x84,Sweden,"rectangular, not extendable",32
A1m9wJ,Table,Chic Table,A modern glass table rectangular.,Glass,Silver,3,194,240x73x170,Poland,"rectangular, extendable",64
iIV9tB,Sofa,Cozy Sofa,A comfortable fabric sofa without recliner.,Fabric,Jet Black,1,208,128x49x112,Sweden,"2 seats, with recliner",41
nHNrGp,Wardrobe,Compact Wardrobe,A comfortable plastic wardrobe 2.,Plastic,Natural Oak,2,37,247x38x156,Italy,"2 sections, without mirror",87
nlNgsw,Wardrobe,Chic Wardrobe,An elegant glass wardrobe with mirror.,Glass,Beige,3,489,208x43x98,USA,"1 sections, with mirror",5
1JQPN8,Wardrobe,Sturdy Wardrobe,A sturdy glass wardrobe without mirror.,Glass,Charcoal Gray,3,586,285x59x51,USA,"2 sections, with mirror",78
cje2WE,Table,Sturdy Table,A modern fabric table extendable.,Fabric,Charcoal Gray,1,305,279x144x126,Germany,"rectangular, extendable",51
B3ieO1,Bed,Lush Bed,A modern wood bed without storage.,Wood,Beige,5,214,57x107x73,Sweden,"double, without storage",61
TLnl8l,Table,Buddy Table,An elegant plastic table extendable.,Plastic,Natural Oak,2,153,280x131x136,China,"circular, extendable",43
JJ511O,Table,Buddy Table,A comfortable fabric table not extendable.,Fabric,Jet Black,1,235,225x108x47,Germany,"rectangular, extendable",71
5WSbMj,Table,Buddy Table,A comfortable fabric table not extendable.,Fabric,Beige,1,236,200x46x182,Poland,"rectangular, extendable",3
yLb5rq,Wardrobe,Compact Wardrobe,A comfortable plastic wardrobe 2.,Plastic,Walnut Brown,2,31,149x35x160,USA,"1 sections, with mirror",96
mVozFS,Table,Sturdy Table,An elegant plastic table not extendable.,Plastic,Natural Oak,2,182,263x39x83,Italy,"rectangular, not extendable",45
3MsdW8,Table,Elegant Table,A modern wood table not extendable.,Wood,Silver,5,361,61x62x98,Italy,"rectangular, extendable",14
MwcHAA,Chair,Cosy Chair,An ergonomic fabric chair with armrests.,Fabric,Ivory White,1,380,95x66x173,Italy,with armrests,7
moA5GI,Table,Sturdy Table,A compact wood table rectangular.,Wood,Walnut Brown,5,158,51x46x92,Sweden,"rectangular, extendable",86
rn1fR1,Sofa,Cozy Sofa,A luxurious glass sofa with recliner.,Glass,Ivory White,3,749,90x93x125,Italy,"3 seats, with recliner",40
1E1lAV,Wardrobe,Sturdy Wardrobe,A sturdy glass wardrobe without mirror.,Glass,Silver,3,424,277x51x120,Poland,"2 sections, without mirror",71
2QhFa0,Sofa,Snug Sofa,A modern wood sofa without recliner.,Wood,Jet Black,5,210,210x98x62,Italy,"3 seats, without recliner",36
EdeLAz,Sofa,Comfy Sofa,A sturdy fabric sofa 2.,Fabric,Charcoal Gray,1,192,131x58x94,Germany,"3 seats, with recliner",46
ZEcGto,Table,Buddy Table,An ergonomic wood table not extendable.,Wood,Jet Black,5,206,210x149x84,Italy,"rectangular, extendable",69
OFYcNr,Chair,Zippy Chair,A modern plastic chair without armrests.,Plastic,Walnut Brown,2,28,237x129x162,China,with armrests,18
ihIkLs,Chair,Buddy Chair,A modern fabric chair with armrests.,Fabric,Ivory White,1,200,211x131x57,Sweden,without armrests,58
TEyQWj,Sofa,Lush Sofa,A sturdy glass sofa with recliner.,Glass,Ivory White,3,450,191x116x44,USA,"1 seats, with recliner",76
TLViAf,Bed,Lush Bed,A compact plastic bed double.,Plastic,Jet Black,2,169,98x60x179,Sweden,"queen, with storage",14
KR4cqs,Table,Buddy Table,An elegant metal table rectangular.,Metal,Ivory White,10,89,114x112x100,China,"circular, extendable",41
xT7RXC,Wardrobe,Sturdy Wardrobe,An ergonomic wood wardrobe without mirror.,Wood,Beige,5,274,141x88x177,Germany,"2 sections, with mirror",90
gVZUFE,Wardrobe,Chic Wardrobe,A luxurious plastic wardrobe 1.,Plastic,Charcoal Gray,2,124,138x121x65,Sweden,"1 sections, without mirror",18
JL4dqJ,Wardrobe,Smart Wardrobe,A luxurious glass wardrobe 1.,Glass,Ivory White,3,655,245x148x100,China,"1 sections, without mirror",33
GBEeRa,Wardrobe,Smart Wardrobe,An ergonomic fabric wardrobe without mirror.,Fabric,Silver,1,381,80x118x79,USA,"2 sections, with mirror",86
tSIV2M,Chair,Zippy Chair,A comfortable fabric chair without armrests.,Fabric,Jet Black,1,58,149x110x126,USA,with armrests,73
3WOfCb,Bed,Lush Bed,An ergonomic fabric bed queen.,Fabric,Jet Black,1,94,296x78x46,Italy,"double, with storage",45
vSVH6d,Bed,Relax Bed,A comfortable metal bed without storage.,Metal,Ivory White,10,242,88x77x124,Sweden,"double, with storage",7
eqJEil,Table,Chic Table,A sturdy plastic table rectangular.,Plastic,Natural Oak,2,46,121x56x192,China,"circular, extendable",23
VHRb7H,Table,Chic Table,A compact fabric table extendable.,Fabric,Silver,1,325,290x128x170,USA,"circular, not extendable",69
rZPWnk,Bed,Lush Bed,An ergonomic fabric bed queen.,Fabric,Silver,1,282,145x103x174,Italy,"king, with storage",55
qFanKV,Sofa,Snug Sofa,A compact fabric sofa with recliner.,Fabric,Natural Oak,1,207,265x115x81,China,"3 seats, with recliner",22
u2yb7R,Wardrobe,Sturdy Wardrobe,A sturdy glass wardrobe without mirror.,Glass,Jet Black,3,401,274x54x184,Germany,"2 sections, without mirror",34
PIwuTv,Table,Elegant Table,An ergonomic glass table extendable.,Glass,Beige,3,173,147x117x103,Germany,"circular, not extendable",63
ltsSSS,Table,Buddy Table,A compact glass table circular.,Glass,Ivory White,3,177,128x69x125,Germany,"circular, extendable",65
x65SeH,Sofa,Lush Sofa,A compact plastic sofa without recliner.,Plastic,Silver,2,97,64x100x154,USA,"3 seats, with recliner",28
MI6K6r,Table,Sturdy Table,An ergonomic metal table not extendable.,Metal,Jet Black,10,630,109x145x139,China,"circular, extendable",35
YNFRAH,Bed,Dreamy Bed,A compact fabric bed with storage.,Fabric,Silver,1,133,97x33x115,Italy,"single, without storage",6
xdslYT,Table,Chic Table,A modern glass table rectangular.,Glass,Natural Oak,3,524,248x110x147,Germany,"rectangular, not extendable",7
WQbSyS,Wardrobe,Chic Wardrobe,A compact metal wardrobe without mirror.,Metal,Charcoal Gray,10,184,201x134x64,Italy,"2 sections, without mirror",36
gpGcZc,Wardrobe,Zippy Wardrobe,A comfortable metal wardrobe 1.,Metal,Natural Oak,10,161,145x48x108,Poland,"1 sections, without mirror",43
wnC0ry,Wardrobe,Smart Wardrobe,A luxurious glass wardrobe 1.,Glass,Natural Oak,3,614,111x36x105,Poland,"1 sections, without mirror",18
ywCiku,Sofa,Relax Sofa,An ergonomic metal sofa 2.,Metal,Natural Oak,10,338,80x60x97,Italy,"3 seats, with recliner",99
wZkjRF,Wardrobe,Smart Wardrobe,A luxurious wood wardrobe 1.,Wood,Jet Black,5,345,98x95x166,China,"2 sections, without mirror",3
tXUg77,Wardrobe,Zippy Wardrobe,A luxurious glass wardrobe 1.,Glass,Jet Black,3,237,243x143x135,Germany,"1 sections, without mirror",48
BRP6JY,Wardrobe,Smart Wardrobe,A luxurious wood wardrobe 1.,Wood,Silver,5,284,84x133x55,Poland,"1 sections, with mirror",77
e2CSfk,Bed,Lush Bed,An ergonomic glass bed king.,Glass,Jet Black,3,564,53x66x140,Germany,"double, without storage",78
hK0wKq,Chair,Chic Chair,A sturdy wood chair with armrests.,Wood,Walnut Brown,5,153,142x66x179,Italy,without armrests,81
mhg3kH,Sofa,Lush Sofa,A sturdy fabric sofa without recliner.,Fabric,Jet Black,1,246,194x67x68,China,"3 seats, without recliner",92
fBep8E,Chair,Buddy Chair,A sturdy glass chair without armrests.,Glass,Silver,3,475,183x38x110,Germany,without armrests,33
w1ocWd,Wardrobe,Sturdy Wardrobe,An ergonomic wood wardrobe without mirror.,Wood,Jet Black,5,341,213x37x179,Germany,"2 sections, with mirror",94
ZHRaur,Bed,Lush Bed,An ergonomic metal bed double.,Metal,Charcoal Gray,10,373,295x41x187,Poland,"double, without storage",26
0hajdE,Sofa,Snug Sofa,A sturdy metal sofa 1.,Metal,Silver,10,543,258x52x122,Sweden,"1 seats, without recliner",40
wdD6QC,Chair,Buddy Chair,A sturdy metal chair with armrests.,Metal,Walnut Brown,10,741,51x43x69,Poland,without armrests,31
W7F9Ct,Wardrobe,Smart Wardrobe,A comfortable plastic wardrobe 1.,Plastic,Silver,2,106,188x70x75,USA,"2 sections, without mirror",93
oUtPJ3,Wardrobe,Sturdy Wardrobe,An ergonomic wood wardrobe without mirror.,Wood,Beige,5,141,55x132x106,Sweden,"2 sections, without mirror",13
oGPzoc,Bed,Lush Bed,An ergonomic glass bed king.,Glass,Jet Black,3,380,242x47x149,Germany,"king, without storage",41
HlNn6N,Wardrobe,Smart Wardrobe,An ergonomic fabric wardrobe without mirror.,Fabric,Beige,1,81,95x146x54,Poland,"2 sections, without mirror",39
BPa8Mt,Chair,Cosy Chair,A modern plastic chair with armrests.,Plastic,Charcoal Gray,2,130,119x62x46,China,without armrests,1
s2CNgE,Wardrobe,Chic Wardrobe,A compact metal wardrobe without mirror.,Metal,Natural Oak,10,143,106x62x159,Germany,"2 sections, with mirror",3
aFWu3C,Chair,Buddy Chair,A sturdy glass chair without armrests.,Glass,Beige,3,662,262x127x132,Sweden,without armrests,87
K967Tq,Chair,Snug Chair,A compact wood chair with armrests.,Wood,Jet Black,5,309,243x52x57,Italy,without armrests,94
YbrXHQ,Sofa,Snug Sofa,A luxurious glass sofa without recliner.,Glass,Walnut Brown,3,341,221x61x138,USA,"3 seats, with recliner",49
o9cTLo,Bed,Lush Bed,An ergonomic glass bed king.,Glass,Beige,3,374,59x92x197,Italy,"king, with storage",94
I7IKWt,Sofa,Lush Sofa,A comfortable wood sofa 3.,Wood,Ivory White,5,210,209x61x194,USA,"3 seats, with recliner",17
HFacXH,Wardrobe,Zippy Wardrobe,An elegant wood wardrobe with mirror.,Wood,Silver,5,141,279x134x193,Sweden,"2 sections, without mirror",9
gAAuPF,Sofa,Comfy Sofa,A sturdy metal sofa without recliner.,Metal,Jet Black,10,291,220x119x188,Italy,"1 seats, with recliner",10
SlFYlC,Chair,Zippy Chair,A modern plastic chair without armrests.,Plastic,Natural Oak,2,64,120x55x155,China,without armrests,56
EDYlGk,Bed,Lush Bed,An ergonomic metal bed double.,Metal,Jet Black,10,569,274x52x46,Poland,"single, with storage",28
BgWW2g,Bed,Lush Bed,An ergonomic metal bed double.,Metal,Silver,10,248,296x136x57,Poland,"queen, with storage",29
sXbYPm,Chair,Buddy Chair,An ergonomic wood chair without armrests.,Wood,Jet Black,5,414,189x99x70,Italy,with armrests,65
9KRIio,Table,Cosy Table,A sturdy glass table extendable.,Glass,Ivory White,3,395,217x89x130,China,"circular, extendable",52
WbU8Zu,Wardrobe,Compact Wardrobe,A modern fabric wardrobe with mirror.,Fabric,Silver,1,402,150x84x138,Germany,"2 sections, with mirror",12
h2jcrw,Bed,Cozy Bed,A luxurious wood bed double.,Wood,Ivory White,5,260,250x120x135,Sweden,"king, with storage",79
EpYO0G,Wardrobe,Compact Wardrobe,A comfortable plastic wardrobe 2.,Plastic,Charcoal Gray,2,161,232x131x91,Italy,"2 sections, with mirror",13
jAw6xx,Chair,Chic Chair,A comfortable glass chair without armrests.,Glass,Beige,3,724,54x55x157,China,with armrests,35
OVJASk,Table,Chic Table,An ergonomic wood table rectangular.,Wood,Beige,5,367,94x147x131,Germany,"rectangular, extendable",76
Bb3LqW,Wardrobe,Chic Wardrobe,An elegant glass wardrobe with mirror.,Glass,Beige,3,444,216x87x77,Poland,"1 sections, without mirror",53
nUrdup,Sofa,Cozy Sofa,A luxurious metal sofa with recliner.,Metal,Beige,10,240,231x98x120,Sweden,"3 seats, with recliner",76
LD7USM,Table,Buddy Table,An ergonomic wood table not extendable.,Wood,Silver,5,248,248x127x59,Sweden,"rectangular, extendable",86
No0kLL,Chair,Chic Chair,A comfortable glass chair without armrests.,Glass,Walnut Brown,3,643,186x112x129,Italy,with armrests,36
5OyCeQ,Wardrobe,Compact Wardrobe,A comfortable plastic wardrobe 2.,Plastic,Walnut Brown,2,38,176x75x158,China,"2 sections, without mirror",84
3eReGM,Chair,Cosy Chair,A sturdy glass chair with armrests.,Glass,Jet Black,3,565,113x74x167,Italy,without armrests,44
QwBcax,Chair,Cosy Chair,An elegant wood chair without armrests.,Wood,Walnut Brown,5,276,52x68x100,Sweden,without armrests,28
G8y8le,Wardrobe,Zippy Wardrobe,An elegant wood wardrobe with mirror.,Wood,Ivory White,5,284,198x68x75,Sweden,"2 sections, without mirror",37
cbze9h,Table,Sturdy Table,A sturdy glass table extendable.,Glass,Beige,3,172,259x58x120,USA,"rectangular, extendable",25
meZF7J,Wardrobe,Chic Wardrobe,A luxurious plastic wardrobe 1.,Plastic,Walnut Brown,2,89,214x134x183,China,"1 sections, with mirror",15
jaG0Qu,Bed,Dreamy Bed,An elegant wood bed king.,Wood,Natural Oak,5,251,283x128x59,USA,"king, without storage",7
NTsOgG,Table,Chic Table,A sturdy plastic table rectangular.,Plastic,Natural Oak,2,99,138x37x111,Poland,"circular, not extendable",13
Kk4XJb,Chair,Snug Chair,A luxurious fabric chair with armrests.,Fabric,Charcoal Gray,1,319,75x61x137,Poland,without armrests,64
OwXaZo,Wardrobe,Smart Wardrobe,An ergonomic fabric wardrobe without mirror.,Fabric,Charcoal Gray,1,433,59x40x133,Italy,"2 sections, with mirror",78
pbORVq,Bed,Lush Bed,An ergonomic metal bed double.,Metal,Jet Black,10,350,261x34x99,USA,"king, with storage",44
FV9e08,Wardrobe,Compact Wardrobe,A comfortable wood wardrobe without mirror.,Wood,Natural Oak,5,136,161x32x58,Italy,"1 sections, with mirror",27
mjX3KS,Wardrobe,Zippy Wardrobe,A comfortable metal wardrobe 1.,Metal,Beige,10,302,146x86x100,Germany,"2 sections, without mirror",53
03GNJ5,Chair,Chic Chair,A comfortable plastic chair without armrests.,Plastic,Walnut Brown,2,146,63x117x103,Germany,with armrests,49
weFhbF,Wardrobe,Smart Wardrobe,A luxurious glass wardrobe 1.,Glass,Ivory White,3,700,244x120x128,Italy,"2 sections, with mirror",87
w0gMJ2,Table,Cosy Table,A comfortable plastic table rectangular.,Plastic,Charcoal Gray,2,66,271x63x62,Poland,"rectangular, extendable",81
sGm6TS,Bed,Lush Bed,A compact plastic bed double.,Plastic,Natural Oak,2,87,268x105x162,China,"single, with storage",71
YjZFrO,Table,Sturdy Table,A sturdy glass table extendable.,Glass,Charcoal Gray,3,384,147x60x83,USA,"circular, extendable",2
z3B2vm,Bed,Relax Bed,A modern plastic bed king.,Plastic,Silver,2,111,218x133x180,USA,"double, with storage",38
w22auU,Table,Sturdy Table,A sturdy glass table extendable.,Glass,Charcoal Gray,3,385,60x125x77,Poland,"rectangular, extendable",69
V672bh,Chair,Zippy Chair,A comfortable fabric chair without armrests.,Fabric,Natural Oak,1,74,107x133x82,China,with armrests,82
u726ft,Chair,Snug Chair,A compact plastic chair with armrests.,Plastic,Beige,2,94,198x43x149,Italy,with armrests,42
zjS4Dx,Sofa,Relax Sofa,An ergonomic metal sofa 2.,Metal,Jet Black,10,109,209x43x155,Germany,"1 seats, without recliner",80
qClFxZ,Bed,Cozy Bed,A compact plastic bed queen.,Plastic,Jet Black,2,171,71x122x130,Italy,"double, without storage",78
o678LN,Sofa,Comfy Sofa,A sturdy glass sofa 1.,Glass,Silver,3,899,159x76x189,Poland,"2 seats, with recliner",84
uv5pHv,Wardrobe,Chic Wardrobe,An elegant wood wardrobe without mirror.,Wood,Beige,5,150,202x57x172,Poland,"1 sections, with mirror",72
40iQM8,Chair,Snug Chair,A compact glass chair with armrests.,Glass,Ivory White,3,496,174x128x61,Sweden,with armrests,95
5YOCKs,Chair,Cosy Chair,An elegant metal chair with armrests.,Metal,Beige,10,512,206x44x150,Poland,with armrests,2
w4lJ1u,Table,Elegant Table,A modern plastic table extendable.,Plastic,Walnut Brown,2,85,70x54x146,USA,"circular, not extendable",56
0Z2gkJ,Bed,Snug Bed,A compact metal bed double.,Metal,Walnut Brown,10,524,143x86x191,USA,"double, without storage",55
TfgssD,Table,Buddy Table,An ergonomic wood table not extendable.,Wood,Jet Black,5,339,173x40x175,Germany,"rectangular, extendable",12
VsDPKU,Bed,Cozy Bed,A luxurious wood bed double.,Wood,Natural Oak,5,385,217x118x195,Poland,"single, with storage",13
InOkO5,Bed,Dreamy Bed,A luxurious metal bed with storage.,Metal,Ivory White,10,680,161x79x55,China,"double, without storage",66
YDrLex,Sofa,Cozy Sofa,A comfortable fabric sofa without recliner.,Fabric,Natural Oak,1,165,207x148x70,USA,"2 seats, without recliner",100
36ttkm,Table,Cosy Table,A sturdy glass table extendable.,Glass,Ivory White,3,425,218x129x69,Germany,"rectangular, extendable",41
HnZdcn,Table,Buddy Table,A comfortable fabric table not extendable.,Fabric,Natural Oak,1,105,139x86x58,China,"circular, not extendable",16
FDM8ah,Wardrobe,Compact Wardrobe,A comfortable glass wardrobe 1.,Glass,Ivory White,3,720,210x39x103,Sweden,"2 sections, without mirror",23
NyNFQY,Sofa,Cozy Sofa,A sturdy plastic sofa with recliner.,Plastic,Jet Black,2,52,55x93x108,Sweden,"1 seats, with recliner",18
vgM1WF,Bed,Relax Bed,A modern plastic bed king.,Plastic,Beige,2,145,163x95x197,Italy,"queen, with storage",9
x5sQPT,Wardrobe,Chic Wardrobe,An elegant glass wardrobe with mirror.,Glass,Natural Oak,3,820,50x103x80,Sweden,"1 sections, without mirror",72
BD1xeG,Bed,Snug Bed,A sturdy fabric bed double.,Fabric,Natural Oak,1,334,151x47x156,USA,"single, with storage",93
oIGXZY,Wardrobe,Chic Wardrobe,An elegant wood wardrobe without mirror.,Wood,Silver,5,413,191x116x107,Germany,"1 sections, with mirror",26
4UEIoG,Sofa,Cozy Sofa,A comfortable fabric sofa without recliner.,Fabric,Ivory White,1,327,66x79x118,China,"1 seats, without recliner",32
kngBek,Wardrobe,Zippy Wardrobe,A modern plastic wardrobe with mirror.,Plastic,Beige,2,82,231x149x48,China,"2 sections, without mirror",82
MswkGl,Bed,Cozy Bed,A comfortable fabric bed single.,Fabric,Charcoal Gray,1,75,172x39x107,USA,"queen, with storage",78
MQdVHI,Table,Sturdy Table,A modern fabric table extendable.,Fabric,Ivory White,1,314,105x30x55,Poland,"rectangular, extendable",27
J0sRt7,Sofa,Relax Sofa,A luxurious plastic sofa without recliner.,Plastic,Walnut Brown,2,193,95x85x110,China,"2 seats, without recliner",18
pGGbVU,Sofa,Lush Sofa,A sturdy glass sofa with recliner.,Glass,Walnut Brown,3,290,108x133x103,Germany,"3 seats, without recliner",25
mysXvE,Bed,Cozy Bed,A comfortable fabric bed single.,Fabric,Jet Black,1,301,286x70x48,Poland,"single, without storage",49
ddVUCO,Sofa,Cozy Sofa,A sturdy wood sofa 1.,Wood,Walnut Brown,5,220,246x138x160,Poland,"3 seats, without recliner",16
KxIeX4,Table,Cosy Table,A luxurious fabric table extendable.,Fabric,Silver,1,283,153x89x106,China,"rectangular, extendable",97
NbkXft,Bed,Dreamy Bed,A comfortable glass bed without storage.,Glass,Charcoal Gray,3,807,58x140x95,Poland,"double, with storage",52
BWky7g,Bed,Dreamy Bed,A comfortable glass bed without storage.,Glass,Silver,3,321,138x92x138,Germany,"double, with storage",43
flryhn,Wardrobe,Chic Wardrobe,An elegant wood wardrobe without mirror.,Wood,Ivory White,5,443,99x30x179,Sweden,"1 sections, with mirror",91
owxiQD,Sofa,Comfy Sofa,A sturdy fabric sofa 2.,Fabric,Jet Black,1,202,132x90x61,Sweden,"2 seats, without recliner",84
vc3yKA,Sofa,Lush Sofa,A comfortable metal sofa without recliner.,Metal,Beige,10,347,165x122x105,USA,"3 seats, with recliner",96
Ik7gLL,Chair,Snug Chair,A compact plastic chair with armrests.,Plastic,Beige,2,97,139x50x87,Poland,with armrests,76
HhzqnG,Table,Sturdy Table,A sturdy glass table extendable.,Glass,Silver,3,254,294x150x49,Italy,"rectangular, not extendable",57
alqRU1,Chair,Snug Chair,A modern metal chair without armrests.,Metal,Beige,10,407,257x34x63,Poland,with armrests,35
65b218,Bed,Relax Bed,An ergonomic fabric bed single.,Fabric,Charcoal Gray,1,359,254x144x184,Italy,"queen, without storage",36
phcbeC,Sofa,Cozy Sofa,A luxurious glass sofa with recliner.,Glass,Walnut Brown,3,714,171x45x178,USA,"3 seats, without recliner",61
7gNyS4,Wardrobe,Sturdy Wardrobe,A sturdy fabric wardrobe with mirror.,Fabric,Natural Oak,1,294,231x61x132,Sweden,"1 sections, with mirror",97
G8PzCR,Chair,Cosy Chair,An ergonomic fabric chair with armrests.,Fabric,Beige,1,131,171x50x120,Poland,with armrests,74
YSMrmd,Bed,Lush Bed,A modern wood bed without storage.,Wood,Silver,5,199,161x112x99,Poland,"queen, without storage",73
MyRHRT,Wardrobe,Compact Wardrobe,A comfortable plastic wardrobe 2.,Plastic,Silver,2,84,157x58x186,Italy,"1 sections, without mirror",81
Musen8,Bed,Snug Bed,A sturdy fabric bed double.,Fabric,Jet Black,1,323,180x86x109,Sweden,"double, with storage",91
9vNAZ6,Bed,Relax Bed,A modern plastic bed king.,Plastic,Natural Oak,2,180,90x55x189,China,"queen, with storage",21
4E4vCX,Bed,Cozy Bed,A compact plastic bed queen.,Plastic,Silver,2,46,58x139x163,Italy,"king, with storage",60
KZNdUv,Bed,Cozy Bed,A compact metal bed without storage.,Metal,Walnut Brown,10,566,195x136x180,Germany,"king, with storage",79
35Jg55,Table,Buddy Table,An ergonomic wood table not extendable.,Wood,Walnut Brown,5,418,286x70x46,Poland,"rectangular, extendable",24
i7AChB,Table,Cosy Table,An ergonomic metal table rectangular.,Metal,Charcoal Gray,10,488,243x98x138,Sweden,"rectangular, extendable",33
tNMqB6,Wardrobe,Smart Wardrobe,An elegant metal wardrobe 2.,Metal,Jet Black,10,176,269x142x41,Poland,"1 sections, without mirror",52
EUTGiA,Chair,Zippy Chair,A comfortable metal chair without armrests.,Metal,Natural Oak,10,773,121x34x91,Italy,with armrests,52
E6QWM4,Table,Cosy Table,An ergonomic metal table rectangular.,Metal,Ivory White,10,578,241x119x159,Germany,"circular, extendable",79
Ii6Jy7,Sofa,Snug Sofa,A luxurious glass sofa without recliner.,Glass,Ivory White,3,569,126x123x186,Poland,"2 seats, without recliner",83
YpFyCJ,Wardrobe,Sturdy Wardrobe,An ergonomic plastic wardrobe without mirror.,Plastic,Walnut Brown,2,68,123x136x55,USA,"1 sections, without mirror",96
TJO8lU,Sofa,Lush Sofa,A compact plastic sofa without recliner.,Plastic,Walnut Brown,2,112,104x87x66,USA,"3 seats, without recliner",61
hQ9GCD,Table,Buddy Table,A comfortable fabric table not extendable.,Fabric,Charcoal Gray,1,69,195x63x175,Sweden,"circular, extendable",100
Vc0tlK,Table,Sturdy Table,An elegant plastic table not extendable.,Plastic,Jet Black,2,160,152x41x60,USA,"circular, extendable",43
Hs2EAo,Bed,Lush Bed,An ergonomic fabric bed queen.,Fabric,Jet Black,1,170,134x128x187,Germany,"king, with storage",40
pgBV49,Bed,Lush Bed,An ergonomic fabric bed queen.,Fabric,Beige,1,458,198x137x187,Italy,"double, without storage",19
